Product_ID,Product_Title, Merchant_ID
14921,intel xeon e5 2650lv3 1.8 ghz 12 core 24 threads 30 mb cache lga2011 v3 socket oem,51
14922,intel xeon e5 2650l v3 dodeca core 12 core 1.80 ghz processor,73
14923,intel xeon e5 2650lv3 1.8 ghz 12 kern 24 threads 30 mb cache speicher lga2011 v3 socket oem cm8064401575702,36
14924,intel xeon e5 1630v3 3.7 ghz processor,60
14925,intel xeon e5 1630v3 3.7 ghz 4 cores 8 threads 10 mb cache lga2011 v3 socket oem,51
14926,intel xeon e5 1630 v3 quad core 4 core 3.70 ghz processor,73
14927,intel xeon e5 2640v3 processor 2.6 ghz 20 mb cache lga2011 v3 socket,17
14928,intel xeon e5 2650v3 processor 2.3 ghz 25 mb smart cache,64
14930,intel xeon e5 2623v3 3 ghz 4 cores 8 threads 10 mb cache lga2011 v3 socket oem,51
14931,intel xeon e5 2623 v3 quad core 4 core 3 ghz processor,73
14932,intel xeon e5 2623 3 ghz 4 kerne 8 threads 10 mb cache speicher lga2011 v3 socket cm8064401832000,36
14933,intel celeron processor g1850 2m cache 2.90 ghz 2.9ghz 2mb l3,45
14934,intel celeron g1850 2.9 ghz 2 cores 2 threads 2 mb cache lga1150 socket oem,51
14935,intel celeron g1850 dual core 2 core 2.90 ghz processor,73
14936,intel core i7 4785t processor 8m cache up to 3.20 ghz 2.2ghz 8mb smart cache,45
14937,intel core i7 4785t 2.2 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,51
14938,intel core i7 i7 4785t quad core 4 core 2.20 ghz processor,73
14939,intel core intel core i5 4460 processor 6m cache up to 3.40 ghz,18
14940,intel core i5 4460 3.20ghz socket 1150 6mb l3 cache retail boxed processor bx80646i54460,121
14941,intel core i5 4460 cpu prozessor 3.2 ghz 4 kerne lga1150 sockel haswell box bx80646i54460,36
14944,intel xeon e5 2430 2.5 ghz 6 core 12 threads 15 mb cache speicher lga1356 socket box bx80634e52430v2,36
14945,intel xeon processor e5 2637 v2 15m cache 3.50 ghz 3.5ghz,14
14946,intel xeon e5 2637v2 3.5 ghz 4 cores 8 threads 15 mb cache lga2011 socket oem,51
14947,intel xeon e5 2637 v2 quad core 4 core 3.50 ghz processor,73
14951,intel xeon e3 1230v3 3.3 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,51
14952,intel xeon e3 1230 v3 quad core 4 core 3.30 ghz processor,73
14953,intel xeon e3 1230v3 3.3 ghz 4 kerne 8 threads 8 mb cache speicher lga1150 socket oem cm8064601467202,36
14954,amd black edition amd fx 9590 4.7 ghz 8 core 8 mb cache socket am3 oem,51
14957,amd black edition amd fx 8350 4 ghz 8 core 8 threads 8 mb cache socket am3 oem,51
14960,amd ryzen 5 2400g 3.6 ghz 4 cores 8 threads 2 mb cache socket am4 oem,51
14963,intel core i5 8400 1.7 ghz 6 core 6 threads 9 mb cache lga1151 socket oem,51
14966,intel xeon gold 6134m processor 24.75m cache 3.20 ghz 24.75mb l3,45
14967,intel xeon gold 6140m processor 24.75m cache 2.30 ghz 24.8mb l3,45
14968,intel pentium gold g5500 3.8 ghz 2 cores 4 threads 4 mb cache lga1151 socket oem,51
14969,intel pentium g5500 dual core 2 core 3.80 ghz processor,73
14970,intel core i7 8700t 2.4 ghz 6 core 12 threads 12 mb cache lga1151 socket oem,51
14971,intel core i7 i7 8700t hexa core 6 core 2.40 ghz processor,73
14972,intel celeron g3930te 2.7 ghz 2 cores 2 threads 2 mb cache lga1151 socket oem,51
14975,intel core i5 8500t 2.1 ghz 6 core 6 threads 9 mb cache lga1151 socket box,51
14978,intel core i5 8600t 2.3 ghz 6 core 6 threads 9 mb cache lga1151 socket oem,51
14979,i5 8600t processor 2.30 2300 9 mb,50
14980,intel core i5 i5 8600t hexa core 6 core 2.30 ghz processor,73
14981,intel core i3 8100 3.1 ghz 4 cores 4 threads 6 mb cache lga1151 socket oem,51
14984,intel xeon platinum 8168 2.7 ghz 24 core 48 threads 33 mb cache lga3647 socket oem,51
14985,intel xeon 8168 tetracosa core 24 core 2.70 ghz processor,73
14987,intel xeon bronze 3104 1.7 ghz 6 core 6 threads 8.25 mb cache lga3647 socket box,51
14988,intel xeon 3104 hexa core 6 core 1.70 ghz processor,73
14990,intel xeon gold 61363 00ghz fc lga1424 75mb cache tray cpu,3
14991,intel xeon gold 6136 3 ghz 12 core 24 threads 24.75 mb cache lga3647 socket oem,51
14992,intel xeon 6136 dodeca core 12 core 3 ghz processor,73
14993,intel xeon silver 4108 1.8 ghz 8 core 16 threads 11 mb cache lga3647 socket oem,51
14994,intel xeon 4108 octa core 8 core 1.80 ghz processor,73
14996,intel xeon gold 6138 2 ghz 20 core 40 threads 27.5 mb cache lga3647 socket oem,51
14997,intel xeon 6138 icosa core 20 core 2 ghz processor,73
14999,intel xeon platinum 8176 2.1 ghz 28 core 56 threads 38.5 mb cache lga3647 socket box,51
15000,intel xeon 8176 octacosa core 28 core 2.10 ghz processor,73
15002,intel xeon platinum 8170 2.1 ghz 26 core 52 threads 35.75 mb cache lga3647 socket box,51
15003,intel xeon 8170 hexacosa core 26 core 2.10 ghz processor,73
15005,intel xeon platinum 8180 2.5 ghz 28 core 56 threads 38.5 mb cache lga3647 socket box,51
15006,intel xeon 8180 octacosa core 28 core 2.50 ghz processor,73
15008,amd ryzen 7 1700x 3.4 ghz 8 core 16 threads 20 mb cache socket am4,51
15011,intel core i9 7940x x series 3.1 ghz 14 core 28 threads 19.25 mb cache lga2066 socket oem,51
15012,intel core i9 i9 7940x tetradeca core 14 core 3.10 ghz processor,73
15014,intel intel core i52.8ghz socket lga 1151,3
15015,intel core i5 8400 processor 9m cache up to 4.00 ghz,14
15016,intel i5 8400 p cpu prozessor 2 8 ghz 9 mb 6 kerne 6 threads lga 1151 coffee lake s tray cm8068403358811,36
15017,amd athlon ii x4 880k 4 ghz 4 cores 4 mb cache socket fm2 oem,51
15020,amd a10 7890k 4.1 ghz 4 cores 4 threads 4 mb cache socket fm2 oem,51
15023,intel celeron processor g3900te 2m cache 2.30 ghz 2.3ghz 2mb smart cache,45
15024,intel celeron g3900te 2.3 ghz 2 cores 2 threads 2 mb cache lga1151 socket oem,51
15025,intel celeron g3900te 2 30ghz fclga14c 2mb cache t,17
15026,intel core i5 7640x processor 4 ghz 6 mb smart cache,14
15029,intel xeon processor e5 2658 v4 35m cache 2.30 ghz 35mb smart cache,45
15030,intel xeon e5 2658v4 2.3 ghz 14 core 28 threads 35 mb cache fclga2011 v3 socket oem,51
15031,intel xeon processor e5 2658 v4 35m cache 2.30 ghz 35mb,14
15032,intel pentium g4560 3.5 ghz 2 cores 4 threads 3 mb cache lga1151 socket oem,51
15035,amd a6 9500 3.5 ghz 2 cores 1 mb cache socket am4,51
15038,intel xeon e3 1275v6 3.8 ghz 4 cores 8 threads 8 mb cache lga1151 socket oem,51
15039,intel xeon e3 1275 v6 quad core 4 core 3.80 ghz processor,73
15041,amd a6 7470k 3.7 ghz 2 cores 2 threads 1 mb cache socket fm2 oem,51
15044,amd athlon x2 370k 4 ghz 2 cores 1 mb cache socket fm2 box,51
15047,amd a10 9700 3.5 ghz 4 cores 2 mb cache socket am4,51
15050,amd a8 9600 3.1 ghz 4 cores 2 mb cache socket am4,51
15053,intel xeon processor e7 4809 v4 20m cache 2.10 ghz 20mb smart cache,45
15054,intel xeon e74809v42 10ghz fclga201120mb cache,3
15055,intel xeon e7 4809v4 2.1 ghz 8 core 16 threads 20 mb cache speicher lga2011 socket oem cm8066902027604,36
15056,intel celeron g3930t 2.7 ghz 2 cores 2 threads 2 mb cache lga1151 socket oem,51
15057,intel celeron g3930t 2 70ghz lga11512mb cache tray cpu,3
15058,intel celeron g3930t dual core 2 core 2.70 ghz processor,73
15059,intel xeon processor e7 4850 v4 40m cache 2.10 ghz 40mb smart cache,45
15060,intel xeon e7 4850v4 2.1 ghz 16 core 32 threads 40 mb cache lga2011 socket oem,51
15061,intel xeon e7 4850v4 2.1 ghz 16 kern 32 threads 40 mb cache speicher lga2011 socket oem cm8066902026904,36
15062,intel pentium g4600t 3 ghz 2 cores 4 threads 3 mb cache lga1151 socket oem,51
15063,intel pentium processor g4600t 3m cache 3.00ghz cpu 3ghz 3moprocessor 3.00ghz intel pentium g 3ghz lga 1151 14nm socket h4 pc g4600t,3
15064,intel pentium g4600t dual core 2 core 3 ghz processor,73
15065,intel core i3 7300t 3.5 ghz 2 cores 4 threads 4 mb cache lga1151 socket oem,51
15066,intel core i3 i3 7300t dual core 2 core 3.50 ghz processor,73
15068,intel core i3 7100t 3.4 ghz 2 cores 4 threads 3 mb cache lga1151 socket oem,51
15071,intel pentium g4600 3.6 ghz 2 cores 4 threads 3 mb cache lga1151 socket oem,51
15074,intel core i3 7100 processor 3m cache 3.90 ghz 3.9ghz 3mb smart cache,64
15075,intel core i3 i3 7100 dual core 2 core 3.90 ghz processor,79
15076,intel core i3 7100 3 9 ghz skt 1151 kaby lake mb dual hyper threading tdp cm8067703014612,36
15077,intel celeron g3930 2.9 ghz 2 cores 2 threads 2 mb cache lga1151 socket oem,51
15078,intel celeron g3930 2 90ghz lga1151 2mb cache tray cpu,3
15079,intel celeron g3930 dual core 2 core 2.90 ghz processor,73
15080,intel pentium g4620 3.7 ghz 2 cores 4 threads 3 mb cache lga1151 socket oem,51
15081,intel pentium g46203.7ghz 3mb,3
15082,intel pentium g4620 dual core 2 core 3.70 ghz processor,73
15083,intel pentium g4560t 2.9 ghz 2 cores 4 threads 3 mb cache lga1151 socket oem,51
15084,intel pentium processor g4560t 3m cache 2.90 ghz 2.9 ghz 3mo processor processors 2.90 ghz intel pentium g 2.9 ghz lga 1151 socket h4 pc 14 nm 8 gt/s,3
15085,intel pentium g4560t dual core 2 core 2.90 ghz processor,73
15086,intel core i3 7300 4 ghz 2 cores 4 threads 4 mb cache lga1151 socket oem,51
15092,intel core i5 7600t 2.8 ghz 4 cores 4 threads 6 mb cache lga1151 socket oem,51
15093,intel core i5 i5 7600t quad core 4 core 2.80 ghz processor,73
15098,intel xeon e5 1650v4 3.6 ghz 6 core 12 threads 15 mb cache speicher fclga2011 v3 socket oem cm8066002044306,36
15099,intel xeon e5 4650v4 2.2 ghz 14 core 28 threads 35 mb cache fclga2011 v3 socket oem,51
15100,intel xeon e5 4650 v4 tetradeca core 14 core 2.20 ghz processor,73
15102,intel xeon e5 4669v4 2.2 ghz 22 core 44 threads 55 mb cache fclga2011 v3 socket oem,51
15103,intel xeon e5 4669 v4 docosa core 22 core 2.20 ghz processor,73
15105,intel core i7 6900k 3.2 ghz 8 core 16 threads 20 mb cache lga2011 v3 socket oem,51
15106,intel core i7 i7 6900k octa core 8 core 3.20 ghz processor,73
15110,intel core i5 i5 6500te quad core 4 core 2.30 ghz processor,73
15112,intel celeron g3900 processor 2.80 ghz lga1151 2 mb cache tray,3
15114,intel xeon e5 2683v4 2.1 ghz 16 core 32 threads 40 mb cache lga2011 v3 socket oem,51
15115,intel xeon e5 2683v4 2.1 ghz 16 kern 32 threads 40 mb cache speicher lga2011 v3 socket oem cm8066002023604,36
15116,intel xeon e5 2683 v4 hexadeca core 16 core 2.10 ghz processor,73
15117,intel celeron g3920 2.9 ghz 2 cores 2 threads 2 mb cache lga1151 socket oem,51
15120,amd a8 x4 7650k cpu with quiet cooler fm2 3.3ghz quad core 95w 4,18
15121,amd a8 7670k quad core 4 core 3.60 ghz processor socket fm2 retail pack,30
15124,amd a series a8 7650k 3.3ghz 4mb l2 box processor,45
15125,amd a8 7650k 3.3ghz socket fm2 4mb l2 cache retail boxed,121
15126,amd a8 7650k quad core processor socket fm2 3.30 ghz,3
15127,intel xeon e3 1240v5 3.5 ghz 4 cores 8 threads 8 mb cache lga1151 socket box,51
15128,intel xeon e3 1240 3.5 ghz 4 kerne 8 threads 8 mb cache speicher lga1151 socket box bx80662e31240v5,36
15129,intel xeon e3 1240v5 processor 3.5 ghz box 8 mb smart cache,64
15131,intel xeon processor e3 1230 v5 8m cache 3.40 ghz 3.4ghz 8mb smart cache,64
15133,intel xeon e3 1280v5 3.7 ghz 4 cores 8 threads 8 mb cache lga1151 socket oem,51
15134,intel xeon e3 1280 v5 quad core 4 core 3.70 ghz processor,73
15136,intel core i7 6700t 2.8 ghz 4 cores 8 threads 8 mb cache lga1151 socket oem,51
15137,intel core i7 i7 6700t quad core 4 core 2.80 ghz processor,73
15139,intel pentium g4400 3.3 ghz 2 cores 2 threads 3 mb cache lga1151 socket oem,51
15140,intel pentium g4400/lga11513mb cache tray,3
15141,intel pentium g4400 dual core 2 core 3.30 ghz processor,73
15142,intel xeon e3 1285lv4 3.4 ghz 4 cores 8 threads 6 mb cache lga1150 socket oem,51
15143,intel xeon e3 1285l v4 quad core 4 core 3.40 ghz processor,73
15145,intel xeon e3 1285v4 3.5 ghz 4 cores 8 threads 6 mb cache lga1150 socket oem,51
15146,intel xeon e3 1285 v4 quad core 4 core 3.50 ghz processor,73
15148,intel xeon e5 4610v3 1.7 ghz processor,60
15149,intel xeon processor e5 4610 v3 25m cache 1.70 ghz 1.7ghz 25mb l3,45
15150,intel xeon e5 4610v3 1.7 ghz 10 core 20 threads 25 mb cache lga2011 socket oem,51
15151,intel xeon e5 2608lv3 2 ghz processor,60
15152,intel xeon e5 2608lv3 2 ghz 6 core 12 threads 15 mb cache lga2011 v3 socket oem,51
15153,intel xeon e5 2608l v3 hexa core 6 core 2 ghz processor,73
15154,intel xeon e5 4620v3 2 ghz processor,60
15155,intel xeon processor e5 4620 v3 25m cache 2.00 ghz 2ghz 25mb l3,45
15156,intel xeon e5 4620v3 2 ghz 10 core 20 threads 25 mb cache lga2011 socket oem,51
15157,intel xeon e7 4820v3 1.9 ghz processor,60
15158,intel xeon processor e7 4820 v3 25m cache 1.90 ghz 1.9ghz 25mb last level cache,45
15159,intel xeon e7 4820v3 1.9 ghz 10 core 20 threads 25 mb cache lga2011 socket oem,51
15160,intel xeon e7 4809v3 2 ghz processor,60
15161,intel xeon processor e7 4809 v3 20m cache 2.00 ghz 2ghz 20mb last level cache,45
15162,intel xeon e7 4809v3 2 ghz 8 core 16 threads 20 mb cache lga2011 socket oem,51
15163,intel xeon e5 2680v3 2.5 ghz 12 core 24 threads 30 mb cache lga2011 v3 socket oem,51
15164,intel xeon e5 2680 v3 dodeca core 12 core 2.50 ghz processor,73
15166,intel xeon processor e5 2620 v3 15m cache 2.40 ghz 2.4ghz,14
15167,intel xeon e5 2620 2.4 ghz 6 core 12 threads 15 mb cache speicher lga2011 v3 socket oem cm8064401831400,36
15168,intel xeon processor e5 2620 v3 15m cache 2.40 ghz 2.4ghz 15mb l3,64
15169,intel xeon e5 1620v3 3.5 ghz 4 cores 8 threads 10 mb cache lga2011 v3 socket oem,51
15170,intel xeon e5 1620 v3 quad core 4 core 3.50 ghz processor,73
15172,intel xeon processor e5 2630 v3 20m cache 2.40 ghz 2.4ghz,14
15173,intel xeon e5 2630v3 2.4 ghz 8 core 16 threads 20 mb cache lga2011 v3 socket oem,51
15174,intel xeon e5 2630 2.4 ghz 8 core 16 threads 20 mb cache speicher lga2011 v3 socket cm8064401831000,36
15175,intel xeon processor e5 2695 v3 35m cache 2.30 ghz 2.3ghz,14
15176,intel xeon processor e5 2695 v3 35m cache 2.30 ghz 2.3ghz 35mb l3,45
15177,intel xeon e5 2695v3 2.3 ghz 14 core 28 threads 35 mb cache lga2011 v3 socket oem,51
15178,intel xeon e5 1650v3 3.5 ghz 6 core 12 threads 15 mb cache lga2011 v3 socket oem,51
15181,intel xeon e5 2637v3 3.5 ghz 4 cores 8 threads 15 mb cache lga2011 v3 socket oem,51
15182,intel xeon e5 2637 v3 quad core 4 core 3.50 ghz processor,73
15184,xeon e5 2697v3 2.60ghz,18
15185,intel xeon e5 2697v3 2.6 ghz 14 core 28 threads 35 mb cache lga2011 v3 socket box,178
15189,intel xeon e5 2680v3 processor 2.5 ghz 30 mb smart cache,14
15190,intel xeon cache e5 2680v3 2.5 ghz lga2011 30mb box,17
15191,intel xeon e5 2680v3 2.5 ghz 12 core 24 threads 30 mb cache lga2011 v3 socket box,51
15192,intel xeon e5 2630lv3 1.8 ghz 8 core 16 threads 20 mb cache lga2011 v3 socket oem,51
15193,intel xeon e5 2630l v3 octa core 8 core 1.80 ghz processor,73
15195,intel xeon e5 1680v3 3.2 ghz 8 core 16 threads 20 mb cache lga2011 v3 socket oem,51
15196,intel xeon e5 1680 v3 octa core 8 core 3.20 ghz processor,73
15202,intel xeon cpu prozessor e5 2640 2 6 ghz skt 2011 20 mb box set 8 core bx80644e52640v3,36
15204,intel pentium g3460 3.5 ghz 2 cores 2 threads 3 mb cache lga1150 socket oem,51
15207,intel core i3 4160 processor 3.6 ghz box 3 mb smart cache,14
15208,intel core i3 4160 3.60ghz socket 1150 3mb l3 cache retail boxed processor bx80646i34160,121
15209,intel core intel core i3 4160 processor 3m cache 3.60 ghz 4th g,18
15210,intel core i5 4460 3.2 ghz 4 cores 4 threads 6 mb cache lga1150 socket oem,51
15213,intel core i5 4690k 3.5 ghz 4 cores 4 threads 6 mb cache lga1150 socket oem,51
15214,intel core i5 i5 4690k quad core 4 core 3.50 ghz processor,73
15216,intel xeon e3 1240lv3 2 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,51
15217,intel xeon e3 1240l v3 quad core 4 core 2 ghz processor,73
15219,intel core i7 4790s 3.2 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,51
15221,intel core i7 4790 s cpu prozessor 3.2 ghz 4 kerne lga1150 socket haswell cm8064601561014,36
15222,intel core i5 4460s 2.9 ghz 4 cores 4 threads 6 mb cache lga1150 socket oem,51
15225,intel core i5 4690s 3.2 ghz 4 cores 4 threads 6 mb cache lga1150 socket oem,51
15226,intel core i5 i5 4690s quad core 4 core 3.20 ghz processor,73
15228,intel xeon e3 1281v3 3.7 ghz 4 cores 8 threads 8 mb cache lga1150 socket ram 32 gb oem,51
15229,intel xeon e3 1281 v3 quad core 4 core 3.70 ghz processor,73
15231,intel core i5 4460t 1.9 ghz 4 cores 4 threads 6 mb cache lga1150 socket oem,51
15234,intel core i5 4590s 3 ghz 4 cores 4 threads 6 mb cache lga1150 socket oem,51
15235,intel core i5 i5 4590s quad core 4 core 3 ghz processor,73
15237,intel xeon e3 1275lv3 2.7 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,51
15238,intel xeon e3 1275l v3 quad core 4 core 2.70 ghz processor,73
15240,intel xeon e3 1271v3 3.6 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,51
15241,intel xeon e3 1271 v3 quad core 4 core 3.60 ghz processor,73
15243,intel xeon e3 1231v3 3.4 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,51
15244,intel xeon e3 1231 v3 quad core 4 core 3.40 ghz processor,73
15246,intel core i7 4790t 2.7 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,51
15247,intel core i7 i7 4790t quad core 4 core 2.70 ghz processor,73
15249,intel core i3 4350t 3.1 ghz 2 cores 4 threads 4 mb cache lga1150 socket oem,51
15252,open box intel core i5 i5 4210m dual core 2 core 2.60 ghz processor socket pga 946oem pack,30
15253,intel core i5 4210m mobile 2.6 ghz 2 cores 4 threads 3 mb cache pga946 socket oem,51
15254,intel core i5 i5 4210m dual core 2 core 2.60 ghz processor,73
15255,intel core i7 4710mq mobile 2.5 ghz 4 cores 8 threads 6 mb cache pga946 socket oem,51
15256,intel core i7 i7 4710mq quad core 4 core 2.50 ghz processor,73
15258,intel xeon e5 1603 2.8 ghz 4 cores 4 threads 10 mb cache lga2011 socket oem,51
15259,intel xeon e5 1603 quad core 4 core 2.80 ghz processor,73
15261,intel xeon e5 4627v2 3.3 ghz 8 core 8 threads 16 mb cache lga2011 socket oem,51
15262,intel xeon e5 4627 v2 octa core 8 core 3.30 ghz processor,73
15264,intel xeon e5 4650v2 2.4 ghz 10 core 20 threads 25 mb cache lga2011 socket oem,51
15265,intel xeon e5 4650 v2 deca core 10 core 2.40 ghz processor,73
15267,intel xeon e5 4603v2 2.2 ghz 4 cores 8 threads 10 mb cache lga2011 socket oem,51
15268,intel xeon e5 4603 v2 quad core 4 core 2.20 ghz processor,73
15270,20m intel xeon processor e5 26582.10ghz 8.0gt/s qpi cpu 2.1ghz 20mo smart cacheintel xeon processor 2.10ghz 8.0gt/s intel qpi family e52.1ghz lga 2011socket r server/workstation 32nm e5 2658,17
15271,intel xeon e5 2658 cpu prozessor 2.1 ghz 8 core 16 threads 20 mb cache speicher lga2011 socket oem cm8062101042805,36
15272,intel xeon processor e5 2658 20m 2.10 ghz 8.0 gt/s qpi 2.1ghz 20mb smart cache,64
15273,intel xeon e5 4607v2 2.6 ghz 6 core 12 threads 15 mb cache lga2011 socket oem,51
15274,intel xeon e5 4607 v2 hexa core 6 core 2.60 ghz processor,73
15276,intel xeon e5 4657lv2 2.4 ghz 12 core 24 threads 30 mb cache lga2011 socket oem,51
15277,intel xeon e5 4657l v2 dodeca core 12 core 2.40 ghz processor,73
15279,intel xeon 2.6 ghz 8 core 16 threads 20 mb cache lga2011 socket oem,51
15280,intel xeon e5 4620 v2 octa core 8 core 2.60 ghz processor,73
15282,intel xeon e5 4640v2 2.2 ghz 10 core 20 threads 20 mb cache lga2011 socket oem,51
15283,intel xeon e5 4640 v2 deca core 10 core 2.20 ghz processor,73
15285,intel xeon e7 4890v2 2.8 ghz 15 core 30 threads 37.5 mb cache lga2011 socket oem,51
15286,intel xeon e7 4890 v2 pentadeca core 15 core 2.80 ghz processor,73
15288,intel pentium g3320te 2.3 ghz 2 cores 2 threads 3 mb cache lga1150 socket ram 32 gb oem,51
15291,intel core i5 4570te 2.7 ghz 2 cores 4 threads 4 mb cache lga1150 socket oem,51
15292,intel core i5 i5 4570te dual core 2 core 2.70 ghz processor,73
15294,intel celeron g1820 2.7 ghz 2 cores 2 threads 2 mb cache lga1150 socket oem,51
15297,intel xeon e7 4850 2 ghz 10 core 20 threads 24 mb cache lga1567 socket oem,51
15298,intel xeon e7 4850 deca core 10 core 2 ghz processor,73
15300,intel core i3 4100m mobile 2.5 ghz 2 cores 4 threads 3 mb cache oem,51
15301,intel core i3 i3 4100m dual core 2 core 2.50 ghz processor,73
15303,intel xeon e3 1225v3 3.2 ghz 4 cores 4 threads 8 mb cache lga1150 socket oem,51
15304,intel xeon e3 1225 v3 quad core 4 core 3.20 ghz processor,73
15306,intel xeon e3 1220lv3 1.1 ghz 2 cores 4 threads 4 mb cache lga1150 socket oem,51
15309,intel pentium 3550m mobile 2.3 ghz 2 cores 2 threads 2 mb cache pga946 socket oem,51
15312,intel xeon e5 2697v2 2.7 ghz 12 core 24 threads 30 mb cache lga2011 socket oem,51
15313,intel xeon e5 2697 v2 dodeca core 12 core 2.70 ghz processor,73
15315,intel core i3 3250 3.5 ghz 2 cores 4 threads 3 mb cache lga1155 socket oem,51
15318,intel pentium g2030t 2.6 ghz 2 cores 2 threads 3 mb cache lga1155 socket oem,51
15321,intel core i3 3245 3.4 ghz 2 cores 4 threads 3 mb cache lga1155 socket oem,51
15324,intel xeon e5 2620 v2 ivybridge s2011 2.10ghz 15mb cache retail processor,10
15329,intel xeon e5 2650v2 2.6 ghz 8 core 16 threads 20 mb cache lga2011 socket box,51
15332,intel xeon e5 2697 cpu prozessor 2.7 ghz 12 kern 24 threads 30 mb cache speicher lga2011 socket box bx80635e52697v2,36
15333,intel xeon e5 2620v2 2.1 ghz 6 core 12 threads 15 mb cache lga2011 socket oem,51
15334,intel xeon e5 2620 v2 hexa core 6 core 2.10 ghz processor,73
15336,intel xeon e5 2667v2 3.3 ghz 8 core 16 threads 25 mb cache lga2011 socket oem,51
15337,intel xeon e5 2667 v2 octa core 8 core 3.30 ghz processor,73
15339,intel xeon e5 1620v2 3.7 ghz 4 cores 8 threads 10 mb cache lga2011 socket oem,51
15340,intel xeon e5 1620 v2 quad core 4 core 3.70 ghz processor,73
15342,intel xeon e5 2650lv2 1.7 ghz 10 core 20 threads 25 mb cache lga2011 socket oem,51
15343,intel xeon e5 2650l v2 deca core 10 core 1.70 ghz processor,73
15345,intel xeon e5 2670v2 2.5 ghz 10 core 20 threads 25 mb cache lga2011 socket oem,51
15346,intel xeon e5 2670 v2 deca core 10 core 2.50 ghz processor,73
15348,intel xeon e5 2687wv2 3.4 ghz 8 core 16 threads 25 mb cache lga2011 socket oem,51
15349,intel xeon e5 2687w v2 octa core 8 core 3.40 ghz processor,73
15351,intel pentium g3420 3.2 ghz 2 cores 2 threads 3 mb cache lga12c socket oem,51
15354,amd black edition amd fx 9370 4.4 ghz 8 core 8 mb cache socket am3 oem,51
15357,intel core i5 3340s 2.8 ghz 4 cores 4 threads 6 mb cache lga1155 socket oem,51
15360,intel core i5 3340 3.1 ghz 4 cores 4 threads 6 mb cache lga1155 socket oem,51
15363,intel core i3 4330 processor 4m cache 3.50 ghz 3.5ghz 4mb smart cache box,45
15364,intel core i3 4330 3.50ghz socket 1150 4mb cache retail boxed processor inc fan heatsink,121
15365,intel 1150 i3 4330 core i3 box dual core haswell cpu 3.50ghz 4mb cache 54w socket 1150,3
15366,intel core i7 4702mq 2.2 ghz 4 cores 8 threads 6 mb cache pga946 socket oem,51
15367,intel core i7 i7 4702mq quad core 4 core 2.20 ghz processor,73
15369,intel core i3 3250t 3 ghz 2 cores 4 threads 3 mb cache lga1155 socket oem,51
15372,intel xeon e3 1240v3 3.4 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,51
15373,intel xeon e3 1240 v3 quad core 4 core 3.40 ghz processor,73
15375,intel xeon e3 1275v3 3.5 ghz 4 cores 8 threads 8 mb cache oem,51
15376,intel xeon e3 1275 v3 quad core 4 core 3.50 ghz processor,73
15378,intel xeon e3 1270v3 3.5 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,51
15379,intel xeon e3 1270 v3 quad core 4 core 3.50 ghz processor,73
15381,intel xeon e3 1280v3 3.6 ghz 4 cores 8 threads 8 mb cache lga1150 socket oem,51
15382,intel xeon e3 1280 v3 quad core 4 core 3.60 ghz processor,73
15384,amd a4 x2 4000 cpu fm2 3.2ghz dual core 65w 1mb cache 32nm rad,18
15385,amd a4 4000 3ghz 1mb l2 box processor,14
15386,amd a4 4000 dual core accelerated processing unit 3.0ghz 1mb socket fm2 65w ad4000okhlbox virtualization technology,3
15387,amd richland a4 4000 3.00ghz 3.20ghz turbo socket fm2 fan and heatsink retail dual core processor,121
15388,intel core i7 3610qe mobile 2.3 ghz 4 cores 8 threads 6 mb cache pga988 socket oem,51
15389,intel core i5 i7 3610qe quad core 4 core 2.80 ghz processor,73
15391,intel core i3 3120me mobile 2.4 ghz 2 cores 4 threads 3 mb cache bga1023 socket oem,51
15392,intel core i3 i3 3120me dual core 2 core 2.40 ghz processor,73
15394,intel core i5 3610me mobile 2.7 ghz 2 cores 4 threads 3 mb cache pga988 socket oem,51
15395,intel core i5 i5 3320m dual core 2 core 2.70 ghz processor,73
15397,intel xeon e7530 1.866 ghz 6 core 12 threads 12 mb cache lga1567 socket oem,51
15398,intel xeon mp e7530 hexa core 6 core 1.86 ghz processor,73
15400,amd opteron 6380 2.5 ghz 16 core socket g34,51
15401,amd 6380 2.5ghz 16 core cpu processor,17
15403,amd 4300 fx. processor family amd fx processor frequency 3.8 ghz,18
15404,amd fx 4300 black edition quad core processor am3 vishera 3.8ghz 8mb total cache 95w retail,121
15405,amd black fx 4300 3.8 ghz 4 kerne 6 mb cache speicher socket am3 box fd4300wmhkbox,36
15406,intel core i5 3330s 2.7 ghz 4 cores 4 threads 6 mb cache lga1155 socket oem,51
15409,intel core i5 3350p 3.1 ghz 4 cores 4 threads 6 mb cache lga1155 socket oem,51
15412,hp amd opteron 6276 processor kit for dl385p gen8 2.3ghz 16 core 64 bit 16mb l3,17
